text,task,label
"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""Speaking of exercise, have you ever played 'Just Dance'? What a great workout!""",fallacy,fallacy of relevance
Today the top 1 percent earn a higher share of our national income than any year since 1928.,claim,factual
Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,claim,misleading
"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",claim,factual
"If you look at trains, airports, airlines, etc then China is first world. Their trains travel at 300 kmph. Canadian trains travel at 60 kmph. 

You really should travel to China before making these pompous statements.",toxic,clean
"Denying climate change is about as pointless as claiming we can stop it now. 

If it is real -and evidence/consensus says yes- then the goal,the sensible goal, is to find a way to work within it.   Not to tilt at windmills in futile attempt to stop it.

Or engage in name calling against people who disagree with you - a rather sad feature of all discourse these days.",toxic,clean
"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",claim,factual
The city wants to wait until the point of no return before they announce the property taxes for rail construction (which we were assured would not happen) and for operation and maintenance which will cost 12 - 20 million dollars each and every month.,toxic,clean
"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.",claim,misleading
And the circus continues....,toxic,clean
"We have...
Nobody got killed for making movies like ""The Life of Brian""...",toxic,clean
"Congratulations to the committee (from all political parties) for standing up for human rights and recognizing how Putin and his cronies use torture and intimidation to rape the Russian economy and its people.
(A note to the politically correct, rape means ""to take by force"" and that is how the Russian Oligarchies work). 
With any luck Trudeau will realize that he is on the wrong side of this issue and support the Magnisky law.",toxic,clean
"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",fallacy,false causality
"freeheels, you don't know me, so don't pretend you know what I do for recreation. 

Before 2000 no cyclists had been killed, and only three cyclists had been injured in Canada and one in Alaska, all by grizzly bears. Since 2000 at least 18 cyclists have run into a bear or had a bear run into them. I'd call those maulings. Ten of the 18 encounters involved black bears.",toxic,clean
Or a lawyer with integrity and a good understanding of corruption and nastiness.,toxic,clean
"This guy is simply arguing that the state should have more tax money to dole out to schools, PERS, or whatever.  Well that is up to the people whether they wish to give up more of their income for the state.  Cohen does not seriously dispute that prices will be increased by companies to offset the taxes.  So the people of Oregon will pay one way or another.  So people, understand that we will be paying.  We need to make up our minds based on the need for more states services vs the need of Oregon citizens to keep the money they earn.  Mega-Corps will write the checks and yes the tax will barely dent their profits because they will increase the prices we pay for goods and services.  Corporations do not print dollars.  Their income comes from the difference between costs and sales.  To maintain profit, they must raise prices (or become more efficient by reducing their workforces).",toxic,clean
Our school test scores are right at the bottom.,claim,opinion
DP looking to get sued by publishing articles like this.,toxic,clean
